audio_id,category,human_label,asr_transcript,normalized_human,normalized_asr,wer,sub,del,ins,ref_word_count,status,error_message
RB_0508,general_utterance,برحة القزاز | المعابدة | العتيبية | . ضرما الجلوية,فرحة القزاز، المعابدة، العتيبية، ضرمى، الجلوية.,برحه القزاز المعابده العتيبيه ضرما الجلويه,فرحه القزاز، المعابدة، العتيبية، ضرمى، الجلوية,1.0000,6,0,0,6,success,
RB_0061,branch_name,ايه صحيح,إيه، صحيح.,ايه صحيح,ايه، صحيح,0.5000,1,0,0,2,success,
RB_0189,branch_code,333 | الشهابية,333، أشهابية.,333 الشهابيه,333، اشهابية,1.0000,2,0,0,2,success,
RB_0253,branch_code,401 | الحديث,401 الحديثة.,401 الحديث,401 الحديثة,0.5000,1,0,0,2,success,
RB_0381,general_utterance,الفهد | مدائن | الفهد. مدائن الفهد,أنا الفهد. مدى أن الفهد، مدى أن الفهد.,الفهد مدائن الفهد مدائن الفهد,انا الفهد مدي ان الفهد، مدي ان الفهد,1.2000,3,0,3,5,success,
RB_0125,branch_name,وتسعى,و9.,وتسعي,و9,1.0000,1,0,0,1,success,
RB_0445,general_utterance,Yeah | ظهرة | البديعة | ظهرة | البديعة | ظهرة البديعة,يا رب، ظهرت البديعه، ظهرت البديعه، ظهرت البديعه.,Yeah ظهره البديعه ظهره البديعه ظهره البديعه,يا رب، ظهرت البديعه، ظهرت البديعه، ظهرت البديعه,1.0000,6,0,1,7,success,
RB_0062,branch_name,عربي,عربي.,عربي,عربي,0.0000,0,0,0,1,success,
RB_0317,branch_code,ستمئة | وسبعة,307، الرس. الرس. الرس. الرس.,607,307، الرس الرس الرس الرس,5.0000,1,0,4,1,success,
RB_0509,general_utterance,"Hello | Hello, can you | hear | me | Uh | I | want | a | uh. I | want to go | to | the | bank | Yeah. The | bank","Hello, hello—can you hear me? Uh, I want to— I want to go to Riyadha Bank. Riyadha Bank. Riyadha. رياد، شنو شغل؟ Riyadh Bank. Riyadh. 你连的是哪只的网？ 这个我就是加。",Hello Hello can you hear me Uh I want a uh I want to go to the bank Yeah The bank,Hello hellocan you hear me Uh I want to I want to go to Riyadha Bank Riyadha Bank Riyadha رياد، شنو شغل؟ Riyadh Bank Riyadh 你连的是哪只的网 这个我就是加,0.8095,7,2,8,21,success,
RB_0190,branch_code,344 شارع الماجد,334 شارع الماجد—,344 شارع الماجد,334 شارع الماجد,0.3333,1,0,0,3,success,
RB_0126,branch_name,جاك,بجيت.,جاك,بجيت,1.0000,1,0,0,1,success,
RB_0254,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0318,general_utterance,لا | أعرف | ستمئة | وسبعة | أحرف | أطراف,لا، الرس. 607، الرس. الرس. الرس.,لا اعرف 607 احرف اطراف,لا، الرس 607، الرس الرس الرس,1.2000,5,0,1,5,success,
RB_0446,general_utterance,شفا | . الشفا | الشفا. الشفا,شفاء. الشفاء. الشفاء. الشفاء. الشفاء.,شفا الشفا الشفا الشفا,شفاء الشفاء الشفاء الشفاء الشفاء,1.2500,4,0,1,4,success,
RB_0319,general_utterance,It | was | الصفرة | 608,108، الصفراء. 608.,It was الصفره 608,108، الصفراء 608,0.7500,2,1,0,4,success,
RB_0382,general_utterance,Bravo | بابا | رابط | طابق,,Bravo بابا رابط طابق,,1.0000,0,4,0,4,success,
RB_0383,general_utterance,العشبية | . العشبية | العتيبي | العشبية | العشبية | الحسابية | العشبية,العتيبيه، العتيبيه، العتيبيه، العتيبيه، العتيبيه، العتيبيه، المكتبة، العتيبيه.,العشبيه العشبيه العتيبي العشبيه العشبيه الحسابيه العشبيه,العتيبيه، العتيبيه، العتيبيه، العتيبيه، العتيبيه، العتيبيه، المكتبة، العتيبيه,1.1429,7,0,1,7,success,
RB_0447,general_utterance,الخزان | خزان | الخزان | الخزان | الخزان,الخزان. الخزان. الخزان. الخزان. الخزان.,الخزان خزان الخزان الخزان الخزان,الخزان الخزان الخزان الخزان الخزان,0.2000,1,0,0,5,success,
RB_0127,branch_name,جاك,,جاك,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"
RB_0191,general_utterance,يوم | خمس | وثلاثين | الربوة | الظهران | ثلاثمائة | وخمسة وثلاثين,,يوم 35 الربوه الظهران 335,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"
RB_0510,general_utterance,Hello | Can you hear | me | Okay | I | want | to | transfer to | Royal | Bank | Okay | Thank | you | And what | about | Jada | man | Okay | Thank | you | And | what | about | Andaman,,Hello Can you hear me Okay I want to transfer to Royal Bank Okay Thank you And what about Jada man Okay Thank you And what about Andaman,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"
RB_0255,unclear,401 | الحديثة | 400,,401 الحديثه 400,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"
RB_0064,branch_code,لا 250,آه، لا، 250.,لا 250,اه، لا، 250,1.0000,1,0,1,2,success,
RB_0511,general_utterance,Hello | Hello | can you | hear | me | And | I | want to | transfer | to | Royal | Bank | Okay | What | about | Jeddah | And | what | about | the | Dammam | Right | What | about | real | man | Real | bank | Okay | Thank | you | Royal | bank,"Hello hello, can you hear me? I'm calling to transfer to Riyad Bank. Okay, what about جدا م- جدا مَن؟ And what about the دامان؟ Right, what about Riyadh man— Riyad Bank. Okay, thank you. Riyad Bank. 他为什么刚开始就—",Hello Hello can you hear me And I want to transfer to Royal Bank Okay What about Jeddah And what about the Dammam Right What about real man Real bank Okay Thank you Royal bank,Hello hello can you hear me Im calling to transfer to Riyad Bank Okay what about جدا م جدا من؟ And what about the دامان؟ Right what about Riyadh man Riyad Bank Okay thank you Riyad Bank 他为什么刚开始就,0.5429,14,1,4,35,success,
RB_0192,unclear,355 | الربوة، الظهران,,355 الربوة، الظهران,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
RB_0320,general_utterance,تمنية | الصفراء | ستمئة وثمانية,,تمنيه الصفراء 608,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
RB_0384,general_utterance,أربعة | شربة | تربة | ربع,,4 شربه تربه ربع,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/files (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
RB_0128,branch_code,110. الخفجي,110، الخفجي.,110 الخفجي,110، الخفجي,0.5000,1,0,0,2,success,
RB_0063,branch_code,فرع الندى 250,,فرع الندي 250,,,0,0,0,0,failed,"HTTPSConnectionPool(host='api.soniox.com', port=443): Max retries exceeded with url: /v1/transcriptions/b199bdbb-9ad6-44d5-80cd-e47ad670e5a9 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"
RB_0448,general_utterance,الروابي | الروابي | الروابي,الروابي. الروابي. نعم، الروابي. اسمع.,الروابي الروابي الروابي,الروابي الروابي نعم، الروابي اسمع,0.6667,0,0,2,3,success,
RB_0065,branch_code,لا اثنين خمسة صفر,لا، 250.,لا 250,لا، 250,0.5000,1,0,0,2,success,
RB_0256,unclear,401 | الحديثة | 402 عرعر,401 الحديثة. 402 عرعر.,401 الحديثه 402 عرعر,401 الحديثة 402 عرعر,0.2500,1,0,0,4,success,
RB_0129,branch_code,911. الثقبة,111، الثقبة.,911 الثقبه,111، الثقبة,1.0000,2,0,0,2,success,
RB_0321,general_utterance,ستمئة | وتسعة | الأرض | خاوية | الطاوية,609، الأرطاوية. الأرطاوية.,609 الارض خاويه الطاويه,609، الارطاوية الارطاوية,1.0000,3,1,0,4,success,
RB_0193,branch_name,تركيا. أنا جاد ستريت,36، أنا جت- ستريت.,تركيا انا جاد ستريت,36، انا جت ستريت,0.5000,2,0,0,4,success,
RB_0257,branch_code,403. دومة الجندل,403، دومة الجندل.,403 دومه الجندل,403، دومه الجندل,0.3333,1,0,0,3,success,
RB_0449,unclear,,عرقه.,,عرقه,1.0000,0,0,1,0,success,
RB_0385,general_utterance,تربح | إربا | إربا | إربا | تربح | شربة,شربة. شربة. شربة. شربة. شربة. شربة. شربة. شربة. تربة. تربة.,تربح اربا اربا اربا تربح شربه,شربة شربة شربة شربة شربة شربة شربة شربة تربة تربة,1.6667,6,0,4,6,success,
RB_0066,branch_name,ايه صحيح,إيه صحيح.,ايه صحيح,ايه صحيح,0.0000,0,0,0,2,success,
RB_0322,unclear,سوق | برزان | 610,لا، سوق برزان. 610.,سوق برزان 610,لا، سوق برزان 610,0.3333,0,0,1,3,success,
RB_0258,general_utterance,أربعمئة | وأربعة | ضباط,ضباب. 404، ضباب.,404 ضباط,ضباب 404، ضباب,1.5000,2,0,1,2,success,
RB_0194,general_utterance,الرسمي | طريق | النجاة | 336,336، طريق النجاة. 336.,الرسمي طريق النجاه 336,336، طريق النجاة 336,0.5000,2,0,0,4,success,
RB_0386,general_utterance,البغدادية | البغدادية | البغدادية,البغداديه. البغداديه. البغداديه.,البغداديه البغداديه البغداديه,البغداديه البغداديه البغداديه,0.0000,0,0,0,3,success,
RB_0131,branch_code,321,وش؟ 311.,321,وش؟ 311,2.0000,1,0,1,1,success,
RB_0067,branch_name,أنا عميلة ماسية,آه، أنا عميلة ناصية.,انا عميله ماسيه,اه، انا عميله ناصية,0.6667,1,0,1,3,success,
RB_0130,general_utterance,الثقبة | ثلاثمئة | وأحد | عشر | ثلاثمئة | وعشرة | أبي | فرحة | مئة | وعشرة | الثقبة,كاش. الصفوة. 311. 310. أبي فرع 310، الثقبة.,الثقبه 621 ابي فرحه 110 الثقبه,كاش الصفوة 311 310 ابي فرع 310، الثقبة,1.1667,5,0,2,6,success,
RB_0450,general_utterance,أرجع | عركة | عرقة | حي | عرقة | عرقة,ارجع. ارجع. ارجع. ارجع. ارجع. هي ارجع. ارجع.,ارجع عركه عرقه حي عرقه عرقه,ارجع ارجع ارجع ارجع ارجع هي ارجع ارجع,1.1667,5,0,2,6,success,
RB_0323,general_utterance,البريد | الرئيسي | 611 | رئيسي | طريقة,11، بريده الرئيسي. 611، بريده الرئيسي. بريده.,البريد الرئيسي 611 رئيسي طريقه,11، بريده الرئيسي 611، بريده الرئيسي بريده,1.2000,4,0,2,5,success,
RB_0387,general_utterance,شارع | فلسطين | شارع فلسطين. فلسطين,شارع فلسطين، شارع فلسطين، فلسطين.,شارع فلسطين شارع فلسطين فلسطين,شارع فلسطين، شارع فلسطين، فلسطين,0.4000,2,0,0,5,success,
RB_0259,general_utterance,وأربعة | ضفاف | أربعمئة | وأربعة | ضباط,404. 404.,4 ضفاف 404 ضباط,404 404,0.7500,1,2,0,4,success,
RB_0068,branch_code,خمسمئة وخمسة خمسة صفر خمسة,5055.,515,5055,1.0000,1,0,0,1,success,
RB_0132,branch_name,ثلاثمائة وعشرة,310.,310,310,0.0000,0,0,0,1,success,
RB_0195,general_utterance,من | أربعمئة | وأربعة | حي | الريان | 366 | سبعمائة | وسبعة | خمسمائة | وخمسة | خمسة | خمسة | خمسة | عشرة | على | عشرة | خمسمية | وسبعة | أربعمائة | وأربعة | مئة | وستة | ثلاثمئة | وثمانية | ثلاثمئة | وستين,404. حي الريان 306. 707. 505. 555. 101010. 507. 404. 306. 308. 366.,من 404 حي الريان 366 1237 علي 10 خمسميه 1185,404 حي الريان 306 707 505 555 101010 507 404 306 308 366,1.1000,6,1,4,10,success,
RB_0451,general_utterance,جامعة | الأميرة | نورة | الورود | الورود | النزهة | النزهة | الرياض | الصالحية | النسيم | الشرقي | الصالحية | فرع | القدس | القدس | الأندلس. الأندلس,جامعة الأميرة نورة. الورود. الورود. النزهة. النزهة. الريان. الصالحية. النسيم الشرقي. الصالحية. فرع القدس. القدس. الأندلس. الأندلس.,جامعه الاميره نوره الورود الورود النزهه النزهه الرياض الصالحيه النسيم الشرقي الصالحيه فرع القدس القدس الاندلس الاندلس,جامعه الاميره نورة الورود الورود النزهة النزهة الريان الصالحية النسيم الشرقي الصالحية فرع القدس القدس الاندلس الاندلس,0.3529,6,0,0,17,success,
RB_0196,branch_name,طريق | النجاة,طريق النجاة 366، 366.,طريق النجاه,طريق النجاه 366، 366,1.0000,0,0,2,2,success,
RB_0260,unclear,405 | حالة عمار,عمار. 405، حالة عمار.,405 حاله عمار,عمار 405، حاله عمار,0.6667,1,0,1,3,success,
RB_0324,general_utterance,سكريات | 11 | وايد | الرئيسي | 611 | تبريد | الرئيسي,611، الراد الرئيسي. 611، الراد الرئيسي.,سكريات 11 وايد الرئيسي 611 تبريد الرئيسي,611، الراد الرئيسي 611، الراد الرئيسي,0.7143,4,1,0,7,success,
RB_0069,general_utterance,صحيح بس ايش اسم الفرع,آه، صحيح، بس قلت من الفرع.,صحيح بس ايش اسم الفرع,اه، صحيح، بس قلت من الفرع,0.8000,3,0,1,5,success,
RB_0452,general_utterance,الرائد | الرائد | في | المدينة | المحمدية | المحمدية | العريقة | العريقة | العريقة | العرجاء | العريقة,الرائد. الرائد. المحمدية. المحمدية. المحمدية. المحمدية. العريجة. العريجة. العريجة. العريجة. العريجة.,الرائد الرائد في المدينه المحمديه المحمديه العريقه العريقه العريقه العرجاء العريقه,الرائد الرائد المحمدية المحمدية المحمدية المحمدية العريجة العريجة العريجة العريجة العريجة,0.8182,9,0,0,11,success,
RB_0388,general_utterance,الهوية | الهوية | الهوية | الهوية | القوية. الهوية,الحوية. الحوية. الحوية. الحوية. الحوية. الحوية. الحوية.,الهويه الهويه الهويه الهويه القوية الهويه,الحوية الحوية الحوية الحوية الحوية الحوية الحوية,1.1667,6,0,1,6,success,
RB_0133,general_utterance,رسمية | وسبعة | رأس | تنورة | رسمية | وسبعة رأس تنورة,307، راست النورة. 307، راست النورة.,رسميه 7 راس تنوره رسميه 7 راس تنوره,307، راست النورة 307، راست النورة,1.0000,6,2,0,8,success,
RB_0261,branch_code,406 حجر,لا، 406 حقل.,406 حجر,لا، 406 حقل,1.0000,1,0,1,2,success,
RB_0197,general_utterance,16 | طريق | النجاة | تسمية,136 طريق النجاة. لا، 336. 336.,16 طريق النجاه تسميه,136 طريق النجاة لا، 336 336,1.2500,3,0,2,4,success,
RB_0134,general_utterance,مئة | وسبعة | وستين | دورة,107، وصفي النورة.,167 دوره,107، وصفي النورة,1.5000,2,0,1,2,success,
RB_0325,unclear,حفر | الباطن. 612,إيش حفر الباطن؟ 612.,حفر الباطن 612,ايش حفر الباطن؟ 612,0.6667,1,0,1,3,success,
RB_0389,general_utterance,شارع | المكرونة | شارع | المكرونة | مكرونة المكرونة,شارع المكرونة، شارع المكرونة، مكرونة، مكرونة.,شارع المكرونه شارع المكرونه مكرونه المكرونه,شارع المكرونة، شارع المكرونة، مكرونة، مكرونة,0.6667,4,0,0,6,success,
RB_0453,general_utterance,المراد | . المروج | المروج | العقيق | العقيق | العقيق | طريق | خريص | مدينة | الملك | فهد | الطبية | مدينة الطبية,المروج. المروج. المروج. المروج. العقيق. العقيق. العقيق. طريق الخلف. مدينة الملك فهد الطبية. مدينة الملك فهد الطبية.,المراد المروج المروج العقيق العقيق العقيق طريق خريص مدينه الملك فهد الطبيه مدينه الطبيه,المروج المروج المروج المروج العقيق العقيق العقيق طريق الخلف مدينه الملك فهد الطبية مدينه الملك فهد الطبية,0.5000,4,0,3,14,success,
RB_0070,general_utterance,اي حوليني أنتظرك تحوليني,إيه، حولي ليها. انتظر، انتظري.,اي حوليني انتظرك تحوليني,ايه، حولي ليها انتظر، انتظري,1.2500,4,0,1,4,success,
RB_0326,branch_code,613 | حايل,13، حائل. 613، حائل.,613 حايل,13، حائل 613، حائل,2.0000,2,0,2,2,success,
RB_0198,general_utterance,إن | ترسيم | طريق | النجاة,30، طريق النجاة.,ان ترسيم طريق النجاه,30، طريق النجاة,0.7500,2,1,0,4,success,
RB_0262,unclear,407 | . ذكريات | الذكريات,407، القريات. القريات.,407 ذكريات الذكريات,407، القريات القريات,1.0000,3,0,0,3,success,
RB_0390,branch_name,ضجر | . بدر بدر,بجر. بجر. بجر.,ضجر بدر بدر,بجر بجر بجر,1.0000,3,0,0,3,success,
RB_0071,general_utterance,بس أنا ما قلت 110 قلت 310,بس أنا ما قلت 110، قلت 310.,بس انا ما قلت 110 قلت 310,بس انا ما قلت 110، قلت 310,0.1429,1,0,0,7,success,
RB_0454,general_utterance,النجاة | النجاة | فرع | النجاة | النجاة | أنماط | نمار | فرع | مار | من | نار,النجاة. النجاة. فرع النجاة. النجاة. نِمار. نِمار. فرع النمار. نِمار.,النجاه النجاه فرع النجاه النجاه انماط نمار فرع مار من نار,النجاة النجاة فرع النجاة النجاة نمار نمار فرع النمار نمار,0.7273,7,1,0,11,success,
RB_0135,general_utterance,لكن | راس | تنورة,307، طاقة النورة.,لكن راس تنوره,307، طاقه النورة,1.0000,3,0,0,3,success,
RB_0199,unclear,هل 366 طريق النجاة,336، طريق النجاة.,هل 366 طريق النجاه,336، طريق النجاة,0.7500,2,1,0,4,success,
RB_0327,branch_code,حايل | 613,613، حائل. 613.,حايل 613,613، حائل 613,1.0000,1,0,1,2,success,
RB_0263,branch_code,ثمانية,8 سكاكا. 408 سكاكا.,8,8 سكاكا 408 سكاكا,3.0000,0,0,3,1,success,
RB_0391,general_utterance,طريق | أمينة | طريق | الميناء | إنها | طريق | ميناء | الميناء,طريق المينا. طريق المينا. طريق المينا. طريق المينا. طريق المينا.,طريق امينه طريق الميناء انها طريق ميناء الميناء,طريق المينا طريق المينا طريق المينا طريق المينا طريق المينا,0.8750,5,0,2,8,success,
RB_0072,branch_code,لا ثلاث مئة وعشره ثلاثة واحد صفر,لا، 310، 310.,لا 117,لا، 310، 310,1.5000,2,0,1,2,success,
RB_0136,general_utterance,الرسمية | وسبعة. رأس تنورة,307، راس النورة.,الرسميه وسبعة راس تنوره,307، راس النورة,0.7500,2,1,0,4,success,
RB_0455,general_utterance,مروى | مروة | مروة | مروة | المصيف | المصيف | المصيف | الواحة | الواحة | الربيع | الطريق | الدائرى | الغربي | الدائري | الغربي | الدائري | الجنوبي | المنصورة | المنصورة | حي | المنصورة. حي المنصورة,مروة. مروة. مروة. مروة. المصيف. المصيف. المصيف. الواحة. الواحة. الربيع. طريق الدائرة الغربي. الدائرة الغربي. الدائرة الجنوبي. المنصورة. المنصورة. حي المنصورة. حي المنصورة.,مروي مروه مروه مروه المصيف المصيف المصيف الواحه الواحه الربيع الطريق الدائري الغربي الدائري الغربي الدائري الجنوبي المنصوره المنصوره حي المنصورة حي المنصوره,مروة مروة مروة مروة المصيف المصيف المصيف الواحة الواحة الربيع طريق الدائره الغربي الدائره الغربي الدائره الجنوبي المنصورة المنصورة حي المنصورة حي المنصورة,0.5652,13,0,0,23,success,
RB_0200,branch_code,357. الدوحة,337، الدوحة.,357 الدوحه,337، الدوحة,1.0000,2,0,0,2,success,
RB_0264,branch_code,408 سكاكا,408، سكاكة.,408 سكاكا,408، سكاكة,1.0000,2,0,0,2,success,
RB_0328,unclear,614. المنطقة الصناعية بحائل,614، المنطقة الصناعية بحائل.,614 المنطقه الصناعيه بحائل,614، المنطقه الصناعيه بحائل,0.2500,1,0,0,4,success,
RB_0392,general_utterance,أي | السلامة | هي | السلامة | أي | السلامة | هي | السلامة | أي السلامة. سلامة,أي السلامة؟ أي السلامة؟ أي السلامة؟ أي السلامة؟ أي السلامة؟ سلامة.,اي السلامه هي السلامه اي السلامه هي السلامه اي السلامة سلامه,اي السلامة؟ اي السلامة؟ اي السلامة؟ اي السلامة؟ اي السلامة؟ سلامة,0.7273,8,0,0,11,success,
RB_0073,general_utterance,ممكن تحولني على التيلر,كم تحويلين على التلف؟,ممكن تحولني علي التيلر,كم تحويلين علي التلف؟,0.7500,3,0,0,4,success,
RB_0456,general_utterance,أحب | أخت | الرب,الربوة. الربوة. الربوة. الربوة.,احب اخت الرب,الربوة الربوة الربوة الربوة,1.3333,3,0,1,3,success,
RB_0074,branch_name,فرع جدة,صرافة جدة.,فرع جده,صرافه جدة,1.0000,2,0,0,2,success,
RB_0137,branch_code,388 | الجبال,308، الجبال.,388 الجبال,308، الجبال,0.5000,1,0,0,2,success,
RB_0265,branch_code,409. تبوك الرئيسي,409، تبوك الرئيسي.,409 تبوك الرئيسي,409، تبوك الرئيسي,0.3333,1,0,0,3,success,
RB_0329,general_utterance,15 | مدينة | الملك | خالد | العسكرية. 615,115، مدينة الملك خالد العسكرية. 615.,15 مدينه الملك خالد العسكرية 615,115، مدينه الملك خالد العسكرية 615,0.1667,1,0,0,6,success,
RB_0393,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0138,branch_name,رسمية | وتسعى,309، دقيق.,رسميه وتسعي,309، دقيق,1.0000,2,0,0,2,success,
RB_0201,general_utterance,نسمي | شارع | الظهران | الشركات | ثلاثمئة وأربعين,340 شارع الظهران، الشركات. 340. 340.,نسمي شارع الظهران الشركات 340,340 شارع الظهران، الشركات 340 340,0.6000,2,0,1,5,success,
RB_0457,branch_code,"A | man | A | man | As | Hello? Can you | hear | me | My | branch code | is | one. Two | Three. Four | Five | My | branch | code | is | one | Two | Three | My | branch | code | is | 103 | My | branch | name | is | Jada | My | branch | name | is | Hello | Hello | Hello | My | branch | code | is | one, two | three | And | my | branch | name | is | Riada","Riyadh Bank. Hello, can you hear me? My branch code is 12345. Um, my branch code is 123. My branch code is 103. My branch name is Jeddah. My branch name is Riyadh. Riyadh. Hello, hello, hello. My branch code is 123, and my branch name is Riyadh. Oh my god. 天哪。 Oh come on.",A man A man As Hello Can you hear me My branch code is one Two Three Four Five My branch code is one Two Three My branch code is 103 My branch name is Jada My branch name is Hello Hello Hello My branch code is one two three And my branch name is Riada,Riyadh Bank Hello can you hear me My branch code is 12345 Um my branch code is 123 My branch code is 103 My branch name is Jeddah My branch name is Riyadh Riyadh Hello hello hello My branch code is 123 and my branch name is Riyadh Oh my god 天哪 Oh come on,0.5714,13,10,9,56,success,
RB_0202,general_utterance,340 | شارع | الظهران | الشركات | . 340 شارع الظهران. الشركات,340 شارع الظهران، الشركات. 340 شارع الظهران، الشركات.,340 شارع الظهران الشركات 340 شارع الظهران الشركات,340 شارع الظهران، الشركات 340 شارع الظهران، الشركات,0.2500,2,0,0,8,success,
RB_0266,unclear,410 | لمهرجان | المهرجان,410، المهرجان. المهرجان.,410 لمهرجان المهرجان,410، المهرجان المهرجان,0.6667,2,0,0,3,success,
RB_0330,general_utterance,الجابرية | 616 | 616. أوكي. ممتاز,الجابريه. 616. 616، أوكي، ممتاز.,الجابريه 616 616 اوكي ممتاز,الجابريه 616 616، اوكي، ممتاز,0.4000,2,0,0,5,success,
RB_0394,general_utterance,I | doubt. الشهداء. الشهداء,رجاء، الشهداء، الشهداء.,I doubt الشهداء الشهداء,رجاء، الشهداء، الشهداء,0.7500,2,1,0,4,success,
RB_0458,unclear,,ألو.,,الو,1.0000,0,0,1,0,success,
RB_0075,general_utterance,طيب حوليني على قسم المساعدة,طيب، حوليني على قسم المساعدة.,طيب حوليني علي قسم المساعده,طيب، حوليني علي قسم المساعدة,0.4000,2,0,0,5,success,
RB_0139,general_utterance,ثلاثمائة | وتسعة | دقيق,9، دقيق. 309، دقيق.,309 دقيق,9، دقيق 309، دقيق,1.5000,1,0,2,2,success,
RB_0267,branch_name,Yeah,أهلًا.,Yeah,اهلا,1.0000,1,0,0,1,success,
RB_0203,general_utterance,ألف | 12 | 02 | غرناطة. شمعة,342، غرناطة. تمام.,الف 12 02 غرناطة شمعه,342، غرناطة تمام,0.8000,2,2,0,5,success,
RB_0331,unclear,تعطش | عنيزة. 617,17، عنيزة. 617.,تعطش عنيزة 617,17، عنيزة 617,0.3333,1,0,0,3,success,
RB_0395,branch_name,حي الشهداء. حي الشهداء,لا، حي الشهداء، حي الشهداء.,حي الشهداء حي الشهداء,لا، حي الشهداء، حي الشهداء,0.5000,1,0,1,4,success,
RB_0076,branch_code,مئة وثلاثة,إيه، 103.,103,ايه، 103,1.0000,0,0,1,1,success,
RB_0459,branch_code,My | My | Hello | Hello. Can you | hear | me | My | branch | code | is one | two | three | And my | French | name | is | German | My | branch | code | is | Alexia | My | French name | is | Adagio | My | French | code | is Adagio,"My, my—hello, hello, can you hear me? Yeah, my branch code is 123, and my branch name is Jade & Mint. My branch code is, uh, Aziziya. My branch name is Aziziya. My branch code is Aziziya.",My My Hello Hello Can you hear me My branch code is one two three And my French name is German My branch code is Alexia My French name is Adagio My French code is Adagio,My myhello hello can you hear me Yeah my branch code is 123 and my branch name is Jade Mint My branch code is uh Aziziya My branch name is Aziziya My branch code is Aziziya,0.5278,13,3,3,36,success,
RB_0140,general_utterance,أو | عشرة | الخفجي,110، الخفجي.,او 10 الخفجي,110، الخفجي,0.6667,1,1,0,3,success,
RB_0204,general_utterance,ثلاثية | غرناطة | ثلاثية غرناطة,342 غرناطة. شو 342؟ حاطين فيه غنا. 342 غرناطة.,ثلاثيه غرناطه ثلاثيه غرناطه,342 غرناطة شو 342؟ حاطين فيه غنا 342 غرناطة,2.2500,4,0,5,4,success,
RB_0268,unclear,,إيش؟ طيب.,,ايش؟ طيب,1.0000,0,0,2,0,success,
RB_0332,general_utterance,داعش في | هذه | الحضرة | 618 | وهذا | الخطرة | رياضة الخضرة,14، رياض الخضرا. 618، رياض الخضرا. رياض الخضرا.,داعش في هذه الحضره 618 وهذا الخطره رياضه الخضره,14، رياض الخضرا 618، رياض الخضرا رياض الخضرا,1.0000,8,1,0,9,success,
RB_0460,unclear,,,,,0.0000,0,0,0,0,success,
RB_0396,general_utterance,المدن | الصناعية | جدة | . المدينة | الصناعية | جدة,جدة. المدينة الصناعية جدة. المدينة الصناعية جدة.,المدن الصناعيه جده المدينه الصناعيه جده,جدة المدينه الصناعيه جدة المدينه الصناعيه جدة,0.6667,3,0,1,6,success,
RB_0077,branch_name,مكة الرئيسي مكة الرئيسي,آه، بنك الرئيسي، بنك الرياض.,مكه الرئيسي مكه الرئيسي,اه، بنك الرئيسي، بنك الرياض,1.2500,4,0,1,4,success,
RB_0141,branch_name,ثلاثمائة | وعشرة. الخفجي,310، الخفجي.,300 وعشرة الخفجي,310، الخفجي,0.6667,1,1,0,3,success,
RB_0205,branch_code,333 غرب الدمام,343 غرب الدمام.,333 غرب الدمام,343 غرب الدمام,0.3333,1,0,0,3,success,
RB_0269,branch_code,411. طيف,411، طريف.,411 طيف,411، طريف,1.0000,2,0,0,2,success,
RB_0333,general_utterance,ينتعش | رياض | الخبراء | 618. رياض الخبراء,18، رياض الخبرة. 618، رياض الخبرة.,ينتعش رياض الخبراء 618 رياض الخبراء,18، رياض الخبرة 618، رياض الخبرة,0.6667,4,0,0,6,success,
RB_0397,general_utterance,المنتزهات | المنتزهات | المنتزهات,المنتزهات. المنتزهات. المنتزهات.,المنتزهات المنتزهات المنتزهات,المنتزهات المنتزهات المنتزهات,0.0000,0,0,0,3,success,
